State,p_county,ylat,xlong,p_year,p_cap_ac,p_cap_dc,Average GDP from 2010 to 2020(unit 1 million dollar),% Sun,Total Hours,Clear Days,Population,Empolyment Number,consumption (MWh),expenditures ('000 $),house_price
MN,Goodhue,44.292279,-92.722755,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Winona,43.859042,-91.324333,2020,1,1.4,268931.8917,58,2711,95,51145,47477,175337,23153,"245,620"
MN,Sherburne,45.518591,-94.123895,2019,3,4.2,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Murray,43.977684,-95.767391,2013,1.7,2,268931.8917,58,2711,95,39358,15632,217616,25300,"192,120"
MN,Dodge,44.050917,-92.98982,2017,3.6,5.2,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,Chippewa,44.949852,-95.497016,2017,1.8,2.6,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Chisago,45.301593,-92.801,2017,2.7,3.9,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Blue Earth,43.908747,-93.925742,2017,2.7,3.9,268931.8917,58,2711,95,65524,73866,204269,26885,"279,520"
MN,Redwood,44.41456,-94.908447,2017,2.7,3.9,268931.8917,58,2711,95,15578,11398,70648,9185,"163,160"
MN,Kandiyohi,44.934938,-94.856978,2017,1.8,2.6,268931.8917,58,2711,95,42510,39213,175369,22736,"257,070"
MN,Pope,45.639971,-95.343884,2017,4.5,6.5,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Chippewa,44.946791,-95.693555,2018,3.6,5.2,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Blue Earth,44.206941,-93.97999,2018,4.5,6.5,268931.8917,58,2711,95,65524,73866,204269,26885,"279,520"
MN,Wabasha,44.279207,-92.403347,2018,3.6,5.2,268931.8917,58,2711,95,21327,10835,92580,12378,"256,420"
MN,Chippewa,44.948214,-95.386497,2018,1,1.5,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Chippewa,44.955625,-95.35975,2018,1,1.4,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Stearns,45.520635,-94.263839,2019,5,7.5,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Rice,44.234276,-93.275342,2020,4,5.7,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Rice,44.415281,-93.152319,2020,5,7.2,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Rice,44.227255,-93.395664,2020,2,2.9,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Winona,44.104573,-91.868452,2020,1,1,268931.8917,58,2711,95,51145,47477,175337,23153,"245,620"
MN,Washington,44.946277,-92.810572,2020,1,1.4,268931.8917,58,2711,95,16909,9915,92570,11752,"152,550"
MN,Waseca,44.090254,-93.55411,2021,1,1.4,268931.8917,58,2711,95,19034,10135,65790,8674,"225,590"
MN,Blue Earth,44.183675,-93.865499,2019,1,1.4,268931.8917,58,2711,95,65524,73866,204269,26885,"279,520"
MN,Sherburne,45.519704,-94.132352,2019,1,1.4,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Carver,44.681856,-93.762704,2020,1,1.4,268931.8917,58,2711,95,97143,78664,315465,41309,"487,080"
MN,Benton,45.625951,-94.045866,2020,1,1.4,268931.8917,58,2711,95,245231,207978,1175010,112658,"382,170"
MN,Pope,45.499778,-95.136984,2020,1,1.4,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Meeker,45.140876,-94.743011,2020,1,1.4,268931.8917,58,2711,95,23094,12866,114269,14350,"254,070"
MN,Washington,45.233285,-92.894598,2020,1,1.4,268931.8917,58,2711,95,16909,9915,92570,11752,"152,550"
MN,Chippewa,44.962032,-95.745672,2020,1,1.4,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Clay,46.975419,-96.499077,2020,1,1.4,268931.8917,58,2711,95,13483,6496,80064,10113,"167,320"
MN,Clay,47.021459,-96.479786,2020,1,1.4,268931.8917,58,2711,95,13483,6496,80064,10113,"167,320"
MN,Clay,46.999691,-96.498224,2020,1,1.4,268931.8917,58,2711,95,13483,6496,80064,10113,"167,320"
MN,Redwood,44.42773,-94.929745,2020,1,1.4,268931.8917,58,2711,95,15578,11398,70648,9185,"163,160"
MN,Redwood,44.44959,-94.923774,2020,1,1.4,268931.8917,58,2711,95,15578,11398,70648,9185,"163,160"
MN,Steele,44.121344,-93.268822,2020,1,1,268931.8917,58,2711,95,36541,38330,136086,17989,"252,440"
MN,Carver,44.703198,-93.786742,2021,3,1.4,268931.8917,58,2711,95,97143,78664,315465,41309,"487,080"
MN,Chippewa,44.93559,-95.251633,2020,1,1,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Clay,46.988825,-96.498182,2020,1,1.4,268931.8917,58,2711,95,13483,6496,80064,10113,"167,320"
MN,Dodge,43.989397,-92.857273,2020,1,1.4,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,Douglas,45.846755,-95.149232,2020,1,1,268931.8917,58,2711,95,314238,220248,1126010,138031,"826,460"
MN,Lyon,44.225364,-95.685026,2021,1,1.4,268931.8917,58,2711,95,11730,6966,73791,7596,"222,340"
MN,Stearns,45.627516,-94.592619,2019,1,1.4,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Scott,44.592902,-93.848123,2020,1,1.5,268931.8917,58,2711,95,10661,3749,50668,5025,"117,130"
MN,Scott,44.592905,-93.846637,2020,1,1.5,268931.8917,58,2711,95,10661,3749,50668,5025,"117,130"
MN,Scott,44.592883,-93.845089,2020,1,1.5,268931.8917,58,2711,95,10661,3749,50668,5025,"117,130"
MN,Redwood,44.422299,-94.923195,2021,1.4,1.6,268931.8917,58,2711,95,15578,11398,70648,9185,"163,160"
MN,Redwood,44.411515,-95.007986,2020,1,1.2,268931.8917,58,2711,95,15578,11398,70648,9185,"163,160"
MN,Le Sueur,44.202264,-93.583328,2021,1,1.4,268931.8917,58,2711,95,27650,14594,105254,13544,"326,180"
MN,Le Sueur,44.21694,-93.582639,2021,1,1.4,268931.8917,58,2711,95,27650,14594,105254,13544,"326,180"
MN,Washington,44.880883,-92.966151,2020,3,4,268931.8917,58,2711,95,16909,9915,92570,11752,"152,550"
MN,Kandiyohi,45.008082,-95.229676,2020,1,1.5,268931.8917,58,2711,95,42510,39213,175369,22736,"257,070"
MN,Kandiyohi,44.937067,-94.904388,2021,1,1.5,268931.8917,58,2711,95,42510,39213,175369,22736,"257,070"
MN,Dakota,44.473431,-93.202161,2020,1,1.5,268931.8917,58,2711,95,411402,355870,1274920,167917,"413,290"
MN,Blue Earth,44.205331,-93.979082,2021,1,1.5,268931.8917,58,2711,95,65524,73866,204269,26885,"279,520"
MN,Renville,44.79544,-95.202711,2020,1,1.5,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Kandiyohi,44.964767,-95.229351,2020,1,1.5,268931.8917,58,2711,95,42510,39213,175369,22736,"257,070"
MN,Stearns,45.50745,-95.127375,2020,1,1.5,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Pope,45.656927,-95.528692,2020,1,1.3,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Pope,45.650156,-95.533126,2020,1,1.3,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Chippewa,44.94429,-95.349568,2019,1,1.4,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Pope,45.717743,-95.26437,2020,1,1.3,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Sibley,44.674488,-94.008517,2020,1,1.3,268931.8917,58,2711,95,14957,6816,66061,8681,"235,130"
MN,Olmsted,44.02438,-92.642142,2019,1,1.4,268931.8917,58,2711,95,150104,158098,558650,77406,"363,680"
MN,Sherburne,45.498852,-94.108349,2021,1,1.5,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Pope,45.671523,-95.511612,2020,1,1.4,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,McLeod,44.790978,-94.082334,2021,1,1.4,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,Rice,44.416618,-93.219994,2020,1,1.4,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Goodhue,44.272978,-92.552714,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Wright,45.305323,-94.087489,2020,1,1.4,268931.8917,58,2711,95,12891,8307,59154,6845,"120,370"
MN,Le Sueur,44.336807,-93.915838,2020,1,1.4,268931.8917,58,2711,95,27650,14594,105254,13544,"326,180"
MN,Wright,45.086319,-94.211762,2020,1,1.4,268931.8917,58,2711,95,12891,8307,59154,6845,"120,370"
MN,Stearns,45.40649,-94.697728,2020,1,1.4,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Goodhue,44.29038,-92.72749,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Sherburne,45.420943,-94.00768,2020,1,1.4,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Red Lake,47.869619,-96.320321,2020,1,1,268931.8917,58,2711,95,4042,1134,21558,2247,"169,560"
MN,Dodge,43.917553,-92.8625,2021,1,1.4,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,Rice,44.455067,-93.122985,2021,1,1.4,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Sherburne,45.423622,-94.021142,2020,1,1.4,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Benton,45.677465,-93.922044,2021,1,1,268931.8917,58,2711,95,245231,207978,1175010,112658,"382,170"
MN,Benton,45.633645,-94.053905,2021,1,1.5,268931.8917,58,2711,95,245231,207978,1175010,112658,"382,170"
MN,Benton,45.660814,-93.937354,2020,1,1.4,268931.8917,58,2711,95,245231,207978,1175010,112658,"382,170"
MN,Steele,44.12551,-93.282672,2021,1,1.5,268931.8917,58,2711,95,36541,38330,136086,17989,"252,440"
MN,Sherburne,45.420777,-94.010161,2020,1,1.4,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Goodhue,44.294276,-92.734041,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Rice,44.25024,-93.269595,2020,1,1.3,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Waseca,44.006795,-93.494204,2021,1,1.2,268931.8917,58,2711,95,19034,10135,65790,8674,"225,590"
MN,Dakota,44.476793,-93.154245,2020,1,1.3,268931.8917,58,2711,95,411402,355870,1274920,167917,"413,290"
MN,Rice,44.469172,-93.130574,2021,1,1.2,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Pope,45.642215,-95.352867,2020,1,1.5,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Goodhue,44.283798,-92.685271,2021,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Olmsted,44.024847,-92.673743,2020,1,1.5,268931.8917,58,2711,95,150104,158098,558650,77406,"363,680"
MN,Benton,45.659223,-93.931731,2021,1,1.4,268931.8917,58,2711,95,245231,207978,1175010,112658,"382,170"
MN,Pope,45.666608,-95.402111,2021,1,1.4,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Chisago,45.490345,-92.794254,2021,1,1.5,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Wright,45.085715,-94.214244,2021,4,5,268931.8917,58,2711,95,12891,8307,59154,6845,"120,370"
MN,Pope,45.721939,-95.265068,2021,1,1.5,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Sherburne,45.549796,-93.597814,2021,3.3,3.7,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Renville,44.7945,-95.099563,2021,1,1.4,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Fillmore,43.777988,-91.951,2021,3,3.8,268931.8917,58,2711,95,20877,9326,105260,14693,"227,630"
MN,Fillmore,43.727312,-92.143323,2021,3,3.8,268931.8917,58,2711,95,20877,9326,105260,14693,"227,630"
MN,Winona,44.040992,-91.767439,2021,2,2.6,268931.8917,58,2711,95,51145,47477,175337,23153,"245,620"
MN,Chisago,45.485941,-92.784012,2021,1,1.5,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,McLeod,44.903452,-94.031434,2020,1,1.5,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,Stearns,45.402764,-94.71545,2017,4.5,6.5,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Stearns,45.508475,-95.12566,2017,1.8,2.6,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Waseca,43.999985,-93.501116,2020,1,1.3,268931.8917,58,2711,95,19034,10135,65790,8674,"225,590"
MN,Goodhue,44.39647,-92.604706,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Goodhue,44.396833,-92.612267,2021,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Dakota,44.526652,-92.976272,2020,1,1.4,268931.8917,58,2711,95,411402,355870,1274920,167917,"413,290"
MN,McLeod,44.788257,-94.057245,2020,4,5.6,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,McLeod,44.788368,-94.052336,2021,1,1.4,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,Dakota,44.668096,-93.110011,2016,5,7,268931.8917,58,2711,95,411402,355870,1274920,167917,"413,290"
MN,Dakota,44.662636,-93.114336,2019,1,1.5,268931.8917,58,2711,95,411402,355870,1274920,167917,"413,290"
MN,Renville,44.787853,-95.359214,2019,1,1.3,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Renville,44.782436,-95.36222,2021,1,1.4,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Benton,45.620666,-94.090457,2018,1.8,2.6,268931.8917,58,2711,95,245231,207978,1175010,112658,"382,170"
MN,Olmsted,44.017001,-92.636095,2020,1,1,268931.8917,58,2711,95,150104,158098,558650,77406,"363,680"
MN,Dodge,44.037615,-92.689775,2020,1,1,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,Le Sueur,44.197406,-93.618058,2021,1,1.5,268931.8917,58,2711,95,27650,14594,105254,13544,"326,180"
MN,Le Sueur,44.197496,-93.613556,2021,1,1.4,268931.8917,58,2711,95,27650,14594,105254,13544,"326,180"
MN,Goodhue,44.296345,-92.697878,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Chisago,45.49041,-92.812846,2020,1,1.4,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Sherburne,45.488953,-94.113607,2019,1,1.4,268931.8917,58,2711,95,91188,43711,317183,42234,"402,270"
MN,Stearns,45.399123,-94.723186,2020,1,1.5,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Stearns,45.401802,-94.724867,2021,1,1.4,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Washington,45.191132,-92.957232,2021,1,1.4,268931.8917,58,2711,95,16909,9915,92570,11752,"152,550"
MN,Pope,45.497481,-95.161592,2021,1,1.4,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Pope,45.49707,-95.1637,2021,1,1.4,268931.8917,58,2711,95,63107,45447,300626,30822,"188,660"
MN,Chisago,45.485053,-92.813849,2021,1,1.4,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Chisago,45.485888,-92.812591,2021,1,1.5,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Goodhue,44.266681,-92.667209,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Goodhue,44.267066,-92.664252,2021,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Rice,44.220735,-93.455739,2021,1,1.4,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Chisago,45.481594,-92.782708,2021,1,1.5,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Rice,44.523538,-93.406075,2017,5,6.7,268931.8917,58,2711,95,9949,4859,40262,5216,"107,700"
MN,Chisago,45.413125,-92.682774,2016,3.6,5.2,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Dakota,44.671616,-93.081837,2017,4.5,6.5,268931.8917,58,2711,95,411402,355870,1274920,167917,"413,290"
MN,Pipestone,44.002546,-96.269458,2017,4.5,6.5,268931.8917,58,2711,95,9285,6211,41861,5513,"153,070"
MN,Le Sueur,44.255462,-93.583595,2018,2.7,3.9,268931.8917,58,2711,95,27650,14594,105254,13544,"326,180"
MN,Washington,45.255522,-92.768589,2018,2.7,3.9,268931.8917,58,2711,95,16909,9915,92570,11752,"152,550"
MN,Goodhue,44.236129,-92.669237,2020,1,1.4,268931.8917,58,2711,95,46450,40186,174206,22961,"305,460"
MN,Dodge,44.056423,-92.762448,2020,1,1.3,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,McLeod,44.724892,-94.495893,2021,1,1.4,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,McLeod,44.718253,-94.490971,2019,1,1.2,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,McLeod,44.717955,-94.4927,2019,1,1.4,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,Freeborn,43.823963,-93.442574,2020,1,1.4,268931.8917,58,2711,95,30751,23004,127578,16189,"180,060"
MN,Isanti,45.415944,-93.392871,2021,7.3,9.4,268931.8917,58,2711,95,38461,17635,147469,21147,"282,910"
MN,Pipestone,43.903863,-96.13669,2017,1.8,2.6,268931.8917,58,2711,95,9285,6211,41861,5513,"153,070"
MN,Chippewa,44.795266,-95.494411,2017,2.7,3.9,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Chisago,45.460639,-92.899669,2021,1,1.2,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Nicollet,44.25315,-94.26943,2020,1,1.3,268931.8917,58,2711,95,33226,24480,109942,14472,"275,190"
MN,Renville,44.732214,-94.622712,2021,1,1.4,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Nicollet,44.253242,-94.211833,2020,1,1.5,268931.8917,58,2711,95,33226,24480,109942,14472,"275,190"
MN,Chisago,45.470993,-92.892673,2020,1,1.5,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Dodge,44.102812,-92.745155,2021,1,1.4,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,Dodge,44.093261,-92.752342,2020,1,1.4,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,Nicollet,44.268925,-94.208759,2020,1,1.4,268931.8917,58,2711,95,33226,24480,109942,14472,"275,190"
MN,Dodge,44.111395,-92.746977,2020,1,1.4,268931.8917,58,2711,95,20995,6294,130108,15745,"141,520"
MN,Renville,44.732468,-94.608152,2018,1,1.4,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Renville,44.74706,-94.705235,2017,3,4.5,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Stearns,45.588015,-94.403,2017,2.7,3.9,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Le Sueur,44.316583,-93.895311,2022,1,1.8,268931.8917,58,2711,95,27650,14594,105254,13544,"326,180"
MN,Lyon,44.234393,-95.881947,2023,1,1.7,268931.8917,58,2711,95,11730,6966,73791,7596,"222,340"
MN,McLeod,44.948305,-94.075736,2023,1,1,268931.8917,58,2711,95,35926,32443,164390,21033,"251,480"
MN,Carver,44.896386,-93.83392,2023,1,1,268931.8917,58,2711,95,97143,78664,315465,41309,"487,080"
MN,Yellow Medicine,44.614312,-95.598356,2023,1,1,268931.8917,58,2711,95,10038,6193,47221,5838,"169,560"
MN,Murray,43.980225,-95.872602,2022,1,1,268931.8917,58,2711,95,39358,15632,217616,25300,"192,120"
MN,Sibley,44.545475,-94.222949,2023,1,1,268931.8917,58,2711,95,14957,6816,66061,8681,"235,130"
MN,Chippewa,44.935771,-95.374953,2022,1,1,268931.8917,58,2711,95,38330,17836,100669,12698,"176,960"
MN,Chisago,45.489549,-92.850028,2023,1,1,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Meeker,45.137867,-94.735806,2022,1,1,268931.8917,58,2711,95,23094,12866,114269,14350,"254,070"
MN,Stearns,45.597579,-94.863282,2023,1,1,268931.8917,58,2711,95,153661,167050,531738,69727,"307,020"
MN,Steele,44.124834,-93.280154,2023,1,1,268931.8917,58,2711,95,36541,38330,136086,17989,"252,440"
MN,Blue Earth,44.232249,-93.977476,2023,1,1,268931.8917,58,2711,95,65524,73866,204269,26885,"279,520"
MN,Cass,46.324425,-94.380904,2023,15.2,15.2,268931.8917,58,2711,95,13068,9470,60607,7372,"107,420"
MN,Nicollet,44.443197,-94.385136,2021,1,1.4,268931.8917,58,2711,95,33226,24480,109942,14472,"275,190"
MN,Lyon,44.613549,-95.640803,2023,1,1.4,268931.8917,58,2711,95,11730,6966,73791,7596,"222,340"
MN,Yellow Medicine,44.782641,-95.785518,2021,1,1.4,268931.8917,58,2711,95,10038,6193,47221,5838,"169,560"
MN,Wabasha,44.246603,-92.545085,2023,1,1.4,268931.8917,58,2711,95,21327,10835,92580,12378,"256,420"
MN,Renville,44.804847,-95.206698,2023,1,1,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Chisago,45.472519,-92.899575,2022,1,1,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Winona,44.10068,-91.762685,2023,1,1.4,268931.8917,58,2711,95,51145,47477,175337,23153,"245,620"
MN,Chisago,45.388055,-92.676893,2022,1,1.4,268931.8917,58,2711,95,54041,27127,199312,26914,"325,260"
MN,Benton,45.682261,-93.926869,2022,1,1.4,268931.8917,58,2711,95,245231,207978,1175010,112658,"382,170"
MN,Renville,44.768602,-94.907125,2022,1,1.4,268931.8917,58,2711,95,14995,9171,68359,9002,"156,610"
MN,Redwood,44.472776,-94.924977,2021,1,1.4,268931.8917,58,2711,95,15578,11398,70648,9185,"163,160"
MN,Blue Earth,44.232781,-93.962583,2021,1,1,268931.8917,58,2711,95,65524,73866,204269,26885,"279,520"
MN,Otter Tail,46.27805,-96.038989,2022,49.9,49.9,268931.8917,58,2711,95,57694,37549,248278,26883,"285,010"
MN,Waseca,44.079776,-93.550698,2022,1,1,268931.8917,58,2711,95,19034,10135,65790,8674,"225,590"
MN,Waseca,43.993848,-93.499045,2021,1,1.4,268931.8917,58,2711,95,19034,10135,65790,8674,"225,590"
MN,Wright,45.258805,-93.795103,2021,1,1.4,268931.8917,58,2711,95,12891,8307,59154,6845,"120,370"
MS,Lauderdale,32.44963,-88.560466,2019,52.5,75.1,89422.8,61,2720,111,92641,51119,606098,60829,"258,470"
MS,Forrest,31.271853,-89.300437,2017,50.6,67.5,89422.8,61,2720,111,76274,65468,386432,47920,"200,210"
MS,Lauderdale,32.548973,-88.578251,2019,5,6.5,89422.8,61,2720,111,92641,51119,606098,60829,"258,470"
MS,Chickasaw,33.926973,-88.997402,2016,3.1,3.9,89422.8,61,2720,111,12164,7716,59684,7953,"175,990"
MS,Harrison,30.379555,-89.119254,2017,3.5,4.2,89422.8,61,2720,111,39370,17698,218302,24435,"223,470"
MS,Leake,32.595514,-89.454011,2023,1.3,1.3,89422.8,61,2720,111,23011,6729,138640,12240,"107,870"
MS,Sunflower,33.757594,-90.532264,2019,100,110.1,89422.8,61,2720,111,27424,10814,124644,10423,"119,760"
MS,Lamar,31.39991,-89.49012,2017,52,74.1,89422.8,61,2720,111,14066,6266,86619,10967,"139,570"
MS,Lamar,31.400847,-89.498999,2016,52,74,89422.8,61,2720,111,14066,6266,86619,10967,"139,570"
MO,Christian,37.042128,-93.340428,2017,7.92,11.2,246655.1,60,2690,115,33888,16108,148519,18078,"123,770"
MO,Jackson,39.117892,-94.288859,2018,4,4,246655.1,60,2690,115,52608,26437,292690,31846,"156,110"
MO,Greene,37.246295,-93.167045,2014,4.9,6.5,246655.1,60,2690,115,8587,2580,47521,6005,"100,520"
MO,Bates,38.273706,-94.352785,2014,2.8,3.2,246655.1,60,2690,115,16513,5448,87142,10327,"178,850"
MO,Jackson,38.863416,-94.297381,2016,3,3.6,246655.1,60,2690,115,52608,26437,292690,31846,"156,110"
MO,Macon,39.763596,-92.456452,2015,2.8,3.2,246655.1,60,2690,115,19684,8891,104930,13345,"115,240"
MO,Grundy,40.11555,-93.612205,2015,2.8,3.3,246655.1,60,2690,115,50338,32204,171817,21430,"276,540"
MO,Phelps,37.986632,-91.7165,2016,2.8,3.2,246655.1,60,2690,115,44833,27734,242873,25369,"213,380"
MO,Pulaski,37.80481,-92.252979,2016,2.8,3.2,246655.1,60,2690,115,391806,412488,1858557,190819,"236,600"
MO,Saline,39.094858,-93.210992,2016,2.8,3.2,246655.1,60,2690,115,115577,43365,586194,60151,"262,770"
MO,Laclede,37.6685,-92.670318,2017,2.5,3.1,246655.1,60,2690,115,35505,23262,204174,20164,"167,770"
MO,Livingston,39.788394,-93.536199,2017,2.5,3.3,246655.1,60,2690,115,37278,22278,140727,17475,"147,990"
MO,Lafayette,39.002158,-93.727479,2017,2.5,3.2,246655.1,60,2690,115,7127,1386,40192,4132,"86,640"
MO,St. Francois,37.756571,-90.425821,2018,2.5,3.1,246655.1,60,2690,115,66230,37406,378053,40632,"203,290"
MO,Cedar,37.858226,-94.003238,2018,2.5,3.2,246655.1,60,2690,115,18389,8801,81324,11763,"221,810"
MO,St. Charles,38.827778,-90.678584,2014,4.5,5.7,246655.1,60,2690,115,379856,268848,1708181,181709,"365,000"
MO,Jasper,37.127907,-94.431665,2021,2.3,2.3,246655.1,60,2690,115,13571,2946,76142,9068,"226,330"
MO,Boone,38.956524,-92.24417,2021,10,14,246655.1,60,2690,115,37301,24063,171012,17532,"190,230"
MO,Jackson,39.11648,-94.287973,2017,3,3.6,246655.1,60,2690,115,52608,26437,292690,31846,"156,110"
MO,Montgomery,38.892913,-91.424895,2022,5.7,6.5,246655.1,60,2690,115,227392,207764,1251966,158323,"186,970"
MO,Howell,36.784615,-91.872715,2022,8,10.8,246655.1,60,2690,115,40265,24728,215142,21845,"166,940"
MO,Jackson,39.132996,-94.487116,2021,10,10,246655.1,60,2690,115,52608,26437,292690,31846,"156,110"
MT,Cascade,47.547642,-111.249975,2017,3,4.1,35776.10833,59,2698,82,82049,61650,253047,29864,"336,720"
MT,Sweet Grass,45.704084,-109.565342,2017,2,2.8,35776.10833,59,2698,82,3634,1821,14037,1665,"357,140"
MT,Big Horn,45.728739,-107.635556,2017,3,4.2,35776.10833,59,2698,82,13214,4712,40743,4811,"218,390"
MT,Lewis and Clark,46.696436,-112.065806,2017,3,4.2,35776.10833,59,2698,82,65989,51070,220029,24996,"464,940"
MT,Golden Valley,46.291802,-108.935194,2017,3,4.1,35776.10833,59,2698,82,730,97,3476,412,"159,870"
MT,Lewis and Clark,46.807779,-112.251318,2017,3,4.1,35776.10833,59,2698,82,65989,51070,220029,24996,"464,940"
MT,Yellowstone,45.875823,-108.655325,2020,80,80,35776.10833,59,2698,82,155344,140744,518070,61956,"419,660"
MT,Beaverhead,45.232677,-112.753313,2015,80,80,35776.10833,59,2698,82,9317,4982,34224,3980,"365,200"
NE,Buffalo,40.722115,-99.038728,2017,5.76,7.2,88657.92917,61,2762,117,48402,46035,273155,28671,"263,160"
NE,Dodge,41.429913,-96.458001,2018,2.3,2.7,88657.92917,61,2762,117,20995,6294,130108,15745,"141,520"
